,DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Energy city
18761,05/10/2021/06:50,20.610300000000002,87.5,5.06142,49.65,43.57,53157.257629700005
43452,10/28/2021/18:00,23.4634,71.2,5.071720000000001,33.56,17.27,88065.9156391
19179,05/13/2021/04:30,23.6179,48.93,0.0824,0.062,0.13,52992.5127759
43304,10/27/2021/17:20,22.8145,70.9,5.068630000000001,118.2,33.12,73647.5327494
32925,08/16/2021/15:30,32.0639,42.58,0.07313,692.4,55.23,98532.607574
4076,01/28/2021/07:20,13.4209,68.95,5.06451,0.055,0.134,42560.3442471
8380,02/27/2021/04:40,15.6148,66.99,0.08343,0.051,0.171,51196.76149040001
3577,01/24/2021/20:10,15.944400000000002,65.01,0.08652000000000001,0.055,0.115,100134.7938126
6209,02/12/2021/02:50,11.031300000000002,90.7,0.08034000000000001,0.044,0.093,52174.676821199995
9335,03/05/2021/19:50,16.0062,67.39,0.07518999999999999,0.07,0.133,97837.55750729999
42410,10/21/2021/12:20,24.8333,66.5,5.071720000000001,500.3,252.7,68157.7743229
32939,08/16/2021/17:50,31.579800000000002,46.05,0.07415999999999999,319.3,318.6,95609.30444260001
6114,02/11/2021/11:00,14.986500000000001,89.7,0.08857999999999999,504.2,223.3,61389.8085873
33939,08/23/2021/16:30,29.756700000000002,51.98,5.05318,549.8,40.71,87980.2707168
20773,05/24/2021/06:10,16.2843,89.1,5.06966,8.71,7.41,45511.8461829
43781,10/31/2021/00:50,20.3116,51.4,0.08549000000000001,0.073,0.085,58091.654053900005
36834,09/12/2021/19:00,27.3568,56.52,0.27913000000000004,43.86,50.97,102344.73075809999
15377,04/16/2021/18:50,22.577600000000004,51.89,0.08652000000000001,139.4,150.8,84556.33308810001
29164,07/21/2021/12:40,33.938500000000005,59.16,5.05524,858.0,78.1,100255.4565925
9859,03/09/2021/11:10,15.8002,86.3,0.09167,617.7,74.2,72716.23138699999
38996,09/27/2021/19:20,24.0608,76.2,5.074809999999999,0.53,0.463,99817.5542349
42947,10/25/2021/05:50,23.2162,63.74,0.08961,0.033,0.126,58663.330030499994
13394,04/03/2021/00:20,17.5409,83.9,0.07004,0.029,0.119,61362.16452030001
46315,11/17/2021/15:10,22.3922,68.05,5.06451,378.1,73.0,72401.1218184
39632,10/02/2021/05:20,21.836,61.92,5.074809999999999,0.11,0.067,56657.01538150001
18953,05/11/2021/14:50,23.5252,73.3,0.07210000000000001,808.0,240.6,74619.0226724
3206,01/22/2021/06:20,12.4115,76.6,0.08652000000000001,0.081,0.096,56134.994026
5630,02/08/2021/02:20,14.0698,66.14,5.0676,0.055,0.13,52949.1569241
37776,09/19/2021/08:00,23.69,93.8,5.0676,23.44,19.62,59066.0952874
43234,10/27/2021/05:40,15.5942,86.9,5.05833,0.048,0.163,55854.4076884
7245,02/19/2021/07:30,15.759,73.5,0.07622,0.059,0.089,52234.87307
32735,08/15/2021/07:50,24.987800000000004,65.82,5.05936,190.0,22.92,69288.0175176
32145,08/11/2021/05:30,28.335300000000004,50.12,5.05215,0.077,0.107,59350.4329571
16882,04/27/2021/05:40,15.3367,79.8,0.08137,0.037,0.185,47981.598383000004
4112,01/28/2021/13:20,20.3013,49.12,5.06142,564.5,70.8,69213.23631430001
22455,06/04/2021/22:30,23.7312,86.2,0.07415999999999999,0.066,0.122,100246.55792810001
29656,07/24/2021/22:40,26.3371,71.5,5.05421,0.08,0.13,122856.1984471
20683,05/23/2021/15:10,20.6206,71.2,5.0779,103.3,82.6,79215.3929241
24080,06/16/2021/05:20,22.1347,85.7,0.06592,0.018,0.145,51282.1799672
45218,11/10/2021/00:20,21.2489,74.4,0.07415999999999999,0.069,0.082,61392.9956442
25874,06/28/2021/16:20,30.5498,55.7,0.06901,636.5,115.4,79058.3274104
45427,11/11/2021/11:10,23.411900000000003,64.24,0.07415999999999999,470.1,67.18,65123.983462300006
37517,09/17/2021/12:50,24.308000000000003,92.2,5.06554,155.3,131.3,75340.281429
15472,04/17/2021/10:40,22.1347,51.56,0.0927,715.0,63.66,74470.9657344
35588,09/04/2021/03:20,22.3922,81.0,0.27089,0.051,0.119,57271.647775900004
22218,06/03/2021/07:00,22.464299999999998,87.1,0.06901,26.68,20.88,43841.639269600004
45571,11/12/2021/11:10,23.8033,53.5,0.07725,459.8,52.94,74852.58452480001
16772,04/26/2021/11:20,23.3295,45.99,0.09064,824.0,82.1,77235.8740238
51909,12/26/2021/11:30,18.3855,59.01,0.08857999999999999,411.8,129.0,73413.2233745
34353,08/26/2021/13:30,30.1069,66.19,5.06966,779.0,157.7,85881.35343369999
36126,09/07/2021/21:00,26.0899,80.1,0.27295,0.08,0.1,98705.7017623
34094,08/24/2021/18:20,28.0881,76.4,5.079960000000001,205.2,195.8,89431.09112180001
29057,07/20/2021/18:50,40.334799999999994,14.7,5.05936,206.1,207.9,97956.6348803
36657,09/11/2021/13:30,29.385900000000003,41.38,0.27913000000000004,767.0,61.21,79650.3325073
27215,07/07/2021/23:50,26.1311,84.9,5.06245,0.077,0.144,95251.36107770001
22212,06/03/2021/06:00,22.732100000000003,84.8,0.07107000000000001,1.134,0.964,43945.8088552
31984,08/10/2021/02:40,29.849400000000003,36.68,5.05421,0.08,0.126,76182.4604346
27257,07/08/2021/06:50,24.936300000000003,79.5,5.05524,57.34,48.61,53322.9684896
4959,02/03/2021/10:30,13.1325,75.1,0.08961,131.2,133.2,66718.1941122
12647,03/28/2021/19:50,22.690900000000003,62.83,5.07069,1.891,1.898,99687.7846688
36769,09/12/2021/08:10,23.4737,64.12,0.28016,200.4,50.26,63391.79908
17223,04/29/2021/14:30,28.242600000000003,39.87,5.06554,628.0,172.4,69825.3055537
30222,07/28/2021/21:00,29.6125,53.08,5.05215,0.106,0.096,127342.43457889999
5765,02/09/2021/00:50,15.3058,72.7,5.06348,0.055,0.111,61243.2345712
34189,08/25/2021/10:10,28.912100000000002,69.79,5.0676,580.7,69.65,82249.01969540001
23814,06/14/2021/09:00,21.8257,55.19,0.08755,519.0,519.6,58325.80835200001
9966,03/10/2021/05:00,13.5857,75.7,5.068630000000001,0.033,0.1,53362.313387500006
15624,04/18/2021/12:00,21.4137,59.21,0.07828,844.0,53.71,78964.4255961
46062,11/15/2021/21:00,18.076500000000003,75.9,0.07210000000000001,0.059,0.085,90272.1492711
6641,02/15/2021/02:50,16.727200000000003,64.55,0.08446000000000001,0.033,0.137,51117.997699399995
18946,05/11/2021/13:40,23.4325,72.5,0.08034000000000001,865.0,224.8,76742.9356556
48516,12/02/2021/22:00,16.995,62.65,5.06142,0.059,0.108,79761.92535440001
10002,03/10/2021/11:00,20.1365,63.72,5.06554,615.0,46.48,70970.8359157
46792,11/20/2021/22:40,14.8629,53.34,0.08652000000000001,0.044,0.089,75452.7239643
16442,04/24/2021/04:20,19.230100000000004,73.2,0.08549000000000001,0.026,0.152,55291.4374263
38112,09/21/2021/16:00,34.5462,14.0,5.07275,532.5,87.9,68887.37022910001
23397,06/11/2021/11:30,24.256500000000003,47.61,0.08652000000000001,351.1,260.8,71780.26351690001
49465,12/09/2021/12:10,17.0877,73.8,0.07931,345.4,136.4,65146.19206480001
38894,09/27/2021/02:20,24.122600000000002,64.95,5.06554,0.066,0.133,58777.73248070001
28793,07/18/2021/22:50,28.644299999999998,58.99,5.08408,0.117,0.107,113463.32337140001
25107,06/23/2021/08:30,23.2986,83.3,5.06348,261.8,209.7,55064.8190408
8131,02/25/2021/11:10,18.828400000000002,50.97,0.08652000000000001,546.8,42.71,66138.305616
41078,10/12/2021/06:20,21.63,61.19,0.08857999999999999,0.048,0.096,55239.78292939
49451,12/09/2021/09:50,9.054730000000001,86.0,0.09064,165.1,88.7,54326.82782605
24767,06/20/2021/23:50,22.9381,70.5,5.06966,0.084,0.085,99942.1349288
18548,05/08/2021/19:20,22.7115,79.9,5.0676,57.32,58.74,96404.192296
48331,12/01/2021/15:10,19.5906,62.55,0.08343,109.5,104.4,62405.74003051
9438,03/06/2021/13:00,18.8181,66.89,0.08137,735.0,62.79,75854.9744272
38746,09/26/2021/01:40,23.3501,81.7,5.06142,0.073,0.111,60112.6688835
32725,08/15/2021/06:10,24.5758,69.46,5.060390000000001,0.143,0.111,57155.5561257
5028,02/03/2021/22:00,11.319700000000001,54.14,0.08961,0.059,0.108,88429.38037050002
14101,04/07/2021/22:10,16.861099999999997,89.7,0.07313,0.117,0.122,89483.8280282
6818,02/16/2021/08:20,12.936800000000002,71.2,0.08446000000000001,2.258,2.307,55232.263256800004
47490,11/25/2021/19:00,20.3837,61.92,5.06451,0.055,0.044,87551.8620752
51580,12/24/2021/04:40,9.5378,90.1,0.08446000000000001,0.015,0.122,48480.394468319995
44991,11/08/2021/10:30,22.66,77.2,0.07518999999999999,151.0,149.6,71084.4756509
32286,08/12/2021/05:00,25.2968,48.48,5.05112,0.102,0.059,65075.442353599996
26465,07/02/2021/18:50,28.4692,76.0,5.06554,192.5,176.4,88037.6503173
48127,11/30/2021/05:10,19.9511,68.52,0.08137,0.055,0.152,48463.54171956
17062,04/28/2021/11:40,26.5225,39.47,0.08755,846.0,41.77,78043.9540142
2542,01/17/2021/15:40,16.9229,49.08,0.08343,206.2,212.2,83685.2385526
42518,10/22/2021/06:20,21.939,83.9,5.06451,0.051,0.13,55066.693850920004
49959,12/12/2021/22:30,16.2328,48.93,0.08137,0.044,0.13,79097.0897506
23621,06/13/2021/00:50,21.2695,58.98,0.08446000000000001,0.077,0.07,89354.23371659999
47105,11/23/2021/02:50,9.692300000000001,80.1,5.0676,0.059,0.13,50557.23793678
49430,12/09/2021/06:20,8.29665,88.0,0.08755,0.073,0.13,49054.76112525001
22276,06/03/2021/16:40,24.6994,76.3,0.07107000000000001,117.0,92.6,72347.9234205
24365,06/18/2021/04:50,21.4343,89.5,0.07107000000000001,0.077,0.133,58969.51756400001
15675,04/18/2021/20:30,19.1065,81.8,0.07004,0.044,0.078,98162.568229
21685,05/30/2021/14:10,28.0469,53.8,5.06451,869.0,67.05,77024.45329860001
12020,03/24/2021/11:20,17.6748,57.46,0.08652000000000001,373.6,323.5,72218.03175820001
20096,05/19/2021/13:20,24.421300000000002,65.76,0.07313,950.0,159.9,77403.7148207
28874,07/19/2021/12:20,31.796100000000003,56.73,0.06695000000000001,834.0,136.9,104787.1779878
33447,08/20/2021/06:30,26.574,82.9,5.06348,0.516,0.422,56312.0482347
39844,10/03/2021/16:40,27.6761,62.85,5.0676,212.0,162.7,71483.8924705
34120,08/24/2021/22:40,26.7285,84.3,5.07069,0.069,0.141,102233.0774809
3902,01/27/2021/02:20,11.917100000000001,73.6,0.09167,0.062,0.122,54353.452672
18588,05/09/2021/02:00,20.497,87.4,5.060390000000001,0.029,0.126,57835.0167716
7061,02/18/2021/00:50,16.0268,76.0,0.07415999999999999,0.081,0.085,61941.55678310001
9236,03/05/2021/03:20,15.5427,71.6,0.08446000000000001,0.022,0.148,50998.4422313
28730,07/18/2021/12:20,35.5659,36.48,5.05833,868.0,60.1,106429.52763440002
22189,06/03/2021/02:10,22.9072,84.2,0.07313,0.088,0.13,89636.1953514
44347,11/03/2021/23:10,18.457600000000003,84.2,0.07313,0.055,0.093,73187.0132501
18901,05/11/2021/06:10,20.424899999999997,89.8,0.07518999999999999,0.611,0.478,51744.25580680001
26008,06/29/2021/14:40,31.4974,46.7,5.06657,801.0,145.3,81929.01932630001
37322,09/16/2021/04:20,18.4267,67.53,5.06142,0.051,0.104,54677.0567948
7810,02/23/2021/05:40,14.9659,67.89,0.08446000000000001,0.04,0.174,55694.9445407
22940,06/08/2021/07:20,22.1141,74.9,0.08137,148.1,132.8,50315.680620800005
42258,10/20/2021/11:00,24.194699999999997,77.8,5.06348,511.7,74.6,71914.6998894
41611,10/15/2021/23:10,22.639400000000002,91.1,0.06798,0.04,0.13,70800.38451170002
40134,10/05/2021/17:00,28.3147,41.75,5.071720000000001,270.2,47.1,70007.4967844
19755,05/17/2021/04:30,20.7545,84.7,5.06348,0.033,0.17,56589.632328299995
16204,04/22/2021/12:40,25.9663,46.32,0.09064,599.6,336.9,71980.46477140002
4367,01/30/2021/07:50,17.0362,80.8,5.071720000000001,0.077,0.126,48524.690685400004
19644,05/16/2021/10:00,22.526100000000003,75.6,5.07069,369.5,326.7,74152.8916507
37006,09/13/2021/23:40,23.9784,53.52,0.28119000000000005,0.11,0.1,71683.9040814
23301,06/10/2021/19:30,25.564600000000002,52.24,0.08446000000000001,88.8,92.1,103459.5573351
23901,06/14/2021/23:30,22.7527,73.4,0.07313,0.029,0.178,98102.4557192
11467,03/20/2021/15:10,19.7348,62.04,0.08343,296.3,243.6,73133.55876330001
8990,03/03/2021/10:20,17.376099999999997,70.4,5.06142,64.11,62.25,66974.3247787
28548,07/17/2021/06:00,24.411,58.63,5.06966,0.757,0.589,60049.48406909999
26863,07/05/2021/13:10,33.0939,53.97,5.0676,871.0,92.2,93688.8056135
18168,05/06/2021/04:00,19.4052,69.0,0.08034000000000001,0.048,0.163,55345.1239927
45310,11/10/2021/15:40,23.6179,60.54,0.07518999999999999,354.5,359.5,68031.08415810001
22145,06/02/2021/18:50,24.6891,72.1,0.07107000000000001,198.0,196.4,95581.61030730001
26437,07/02/2021/14:10,29.272600000000004,71.6,5.07275,764.0,366.8,90247.3629391
11640,03/21/2021/20:00,17.705699999999997,72.7,0.08446000000000001,0.059,0.122,97290.0710807
548,01/03/2021/19:20,14.6878,79.8,0.08961,0.113,0.085,99666.3453939
29376,07/23/2021/00:00,27.2229,62.15,5.05009,0.102,0.107,102302.88364
47904,11/28/2021/16:00,21.372500000000002,61.62,5.0676,256.8,45.03,75840.29629890001
17787,05/03/2021/12:30,21.2077,75.0,0.0824,163.1,142.8,78254.53375470001
11952,03/24/2021/00:00,15.1822,55.31,0.08755,0.055,0.126,66989.3620474
39662,10/02/2021/10:20,26.913899999999998,52.05,5.1294,449.3,138.6,71701.50257899999
16575,04/25/2021/02:30,19.5803,64.26,0.0824,0.04,0.115,55232.2770794
9319,03/05/2021/17:10,17.849899999999998,61.72,0.07725,334.8,372.1,70073.53802569999
33716,08/22/2021/03:20,24.1329,58.12,5.07069,0.055,0.111,67640.6366403
39054,09/28/2021/05:00,21.8257,85.9,5.06451,0.069,0.141,58336.983316399994
29236,07/22/2021/00:40,27.7173,36.45,5.057300000000001,0.091,0.133,92441.09080549999
29202,07/21/2021/19:00,32.1875,65.96,5.05524,171.3,174.0,101233.5610931
22253,06/03/2021/12:50,25.307100000000002,71.4,0.07415999999999999,362.4,283.9,67857.9513242
50041,12/13/2021/12:10,15.9856,66.01,0.08755,326.5,218.0,69516.53244210001
16820,04/26/2021/19:20,22.5673,54.02,0.08343,75.5,83.5,99203.6628534
21277,05/27/2021/18:10,29.355,47.24,0.08034000000000001,308.6,312.7,86941.96646540001
5008,02/03/2021/18:40,12.8544,53.71,0.08549000000000001,7.4,7.6,94160.79550180002
33216,08/18/2021/16:00,30.271700000000003,73.4,5.071720000000001,407.0,152.9,94013.5345478
20943,05/25/2021/10:30,22.0832,79.2,5.068630000000001,744.0,406.5,75751.99158700001
4297,01/29/2021/20:10,18.8902,76.1,5.060390000000001,0.022,0.163,97271.1934673
40922,10/11/2021/04:20,21.125300000000003,77.9,0.08137,0.066,0.141,56098.429541000005
50955,12/19/2021/20:30,18.859299999999998,75.4,0.07415999999999999,0.04,0.137,93057.0379331
49727,12/11/2021/07:50,20.7236,50.93,0.08652000000000001,0.055,0.182,48731.81833146
13055,03/31/2021/15:50,18.859299999999998,78.6,0.07518999999999999,175.6,159.0,68581.1975688
40035,10/05/2021/00:30,23.8754,67.16,5.06554,0.069,0.152,62999.281540300006
7535,02/21/2021/07:50,15.6354,68.61,0.09991,1.9,1.888,51614.14884360001
41686,10/16/2021/11:40,24.462500000000002,90.0,0.09682,242.3,189.4,76232.0062877
37862,09/19/2021/22:20,28.6855,53.42,5.06966,0.084,0.115,82089.99542040001
33895,08/23/2021/09:10,24.122600000000002,69.49,5.060390000000001,435.0,34.77,78599.576967
48471,12/02/2021/14:30,18.6533,63.22,0.08343,384.8,227.8,61180.82916604
1799,01/12/2021/11:50,18.5091,78.3,0.07210000000000001,199.1,201.2,73929.7135064
39351,09/30/2021/06:30,20.703000000000003,85.8,5.0676,0.08,0.107,42602.65626291001
2387,01/16/2021/13:50,16.2637,47.11,0.08652000000000001,530.9,575.0,74247.96286520001
19418,05/14/2021/20:20,21.8875,81.8,5.06657,2.798,2.517,103688.5640846
42311,10/20/2021/19:50,23.5561,79.4,5.068630000000001,0.044,0.107,93607.8099567
14322,04/09/2021/11:00,18.1074,82.8,0.07415999999999999,256.9,242.2,70713.6740544
20106,05/19/2021/15:00,24.884800000000002,61.02,0.06901,833.0,91.5,74022.657637
13207,04/01/2021/17:10,18.3546,81.9,0.07313,159.5,144.3,60496.9896008
31500,08/06/2021/18:00,31.4768,64.75,5.05318,239.7,197.6,100740.9526339
6066,02/11/2021/03:00,13.6475,90.2,0.08652000000000001,0.051,0.215,51178.5750585
3512,01/24/2021/09:20,6.7722500000000005,76.2,5.060390000000001,149.2,149.7,62735.4402835
49979,12/13/2021/01:50,15.2852,58.88,0.09167,0.066,0.119,51819.54066259001
11633,03/21/2021/18:50,18.6327,69.73,0.08446000000000001,31.86,29.08,96903.44312220001
30102,07/28/2021/01:00,28.3662,48.35,5.05215,0.099,0.089,90667.633046
28539,07/17/2021/04:30,25.5131,57.83,5.06554,0.124,0.074,72290.3848807
25743,06/27/2021/18:30,29.6537,56.0,5.071720000000001,280.1,285.5,78522.2121323
7816,02/23/2021/06:40,14.244900000000001,64.49,0.08034000000000001,0.059,0.141,51515.7555186
19014,05/12/2021/01:00,20.1262,89.6,0.07107000000000001,0.059,0.141,62107.50297740001
20672,05/23/2021/13:20,20.5691,75.4,5.071720000000001,333.1,252.2,80691.44770080001
6695,02/15/2021/11:50,17.7469,61.21,0.08652000000000001,360.1,320.8,75447.85913010001
47279,11/24/2021/07:50,17.4585,66.3,0.07931,1.288,1.22,45280.089490989994
48105,11/30/2021/01:30,21.1459,65.12,0.07931,0.07,0.145,53523.74072460001
26913,07/05/2021/21:30,28.9945,79.5,5.071720000000001,0.088,0.1,113340.66247390001
2263,01/15/2021/17:10,15.8311,47.96,0.08755,124.8,149.2,73840.37007040001
7802,02/23/2021/04:20,16.510900000000003,76.7,0.09064,0.044,0.182,51318.7939437
31753,08/08/2021/12:10,32.5068,69.82,5.05318,572.2,268.4,104497.04520850001
43889,10/31/2021/18:50,22.3613,44.56,0.09064,0.091,0.074,95056.0332373
38260,09/22/2021/16:40,27.4598,61.82,5.086139999999999,394.0,106.2,70725.19767380001
3260,01/22/2021/15:20,16.799300000000002,56.43,0.08961,85.7,88.2,75983.07102609999
29289,07/22/2021/09:30,30.5189,37.75,5.05318,558.4,44.52,79551.7618575
27385,07/09/2021/04:10,23.7312,66.97,5.05833,0.095,0.089,70899.2588982
17229,04/29/2021/15:30,28.2529,40.74,5.0676,730.0,85.9,67596.88433120001
8273,02/26/2021/10:50,17.829300000000003,62.58,0.0824,521.7,70.5,69923.65556720001
3871,01/26/2021/21:10,14.6878,77.0,0.09064,0.048,0.185,97219.7629923
41112,10/12/2021/12:00,27.6864,46.76,0.08549000000000001,530.4,136.7,76332.15022129999
1774,01/12/2021/07:40,15.450000000000001,83.8,0.07622,0.048,0.159,52683.3495518
49442,12/09/2021/08:20,7.99589,87.6,0.09888000000000001,14.0,12.87,42327.61999585
14051,04/07/2021/13:50,16.541800000000002,89.8,0.07107000000000001,142.4,130.2,73334.0921413
2840,01/19/2021/17:20,14.9556,69.82,0.08137,16.52,16.77,75739.10246570001
31949,08/09/2021/20:50,33.22780000000001,29.31,5.057300000000001,0.077,0.085,126143.11000520001
43064,10/26/2021/01:20,20.610300000000002,71.0,0.08755,0.059,0.115,55474.21951650001
40916,10/11/2021/03:20,20.4146,80.5,0.07828,0.04,0.193,55114.616564100004
35383,09/02/2021/17:10,28.5619,43.15,5.07275,413.5,73.8,64063.6038183
8369,02/27/2021/02:50,17.4379,58.24,0.08961,0.055,0.167,51955.28530709999
26993,07/06/2021/10:50,36.1839,36.56,5.07378,735.0,96.0,87118.70394909999
24805,06/21/2021/06:10,21.0944,66.58,5.06657,11.26,7.85,51885.3078693
22502,06/05/2021/06:20,23.3501,90.1,0.06798,0.764,0.689,48777.0149766
1511,01/10/2021/11:50,17.407,53.92,0.08549000000000001,430.2,71.4,72947.3110836
31695,08/08/2021/02:30,28.5722,89.4,5.05627,0.091,0.148,77291.2242462
39318,09/30/2021/01:00,21.2077,89.2,5.060390000000001,0.069,0.119,60924.07090200001
22242,06/03/2021/11:00,24.9775,74.1,0.07313,713.0,479.9,59636.090685099996
38643,09/25/2021/08:30,21.7124,89.5,5.06245,162.8,84.9,59348.115900000004
18118,05/05/2021/19:40,23.2162,61.9,0.07622,38.02,41.13,97256.4540437
15376,04/16/2021/18:40,22.8042,51.22,0.09064,133.2,141.7,79410.3269955
51297,12/22/2021/05:30,11.1446,85.6,0.08549000000000001,0.048,0.159,49506.13676762
13698,04/05/2021/03:00,17.870500000000003,71.2,0.07622,0.051,0.152,54183.888798399996
27825,07/12/2021/05:30,24.678800000000003,79.5,5.06348,0.066,0.167,58450.4741033
50326,12/15/2021/11:40,18.086800000000004,68.26,0.08755,430.6,41.26,66620.68338596
23405,06/11/2021/12:50,24.8539,43.14,0.08343,299.9,234.3,76268.12708990001
48932,12/05/2021/19:20,14.976199999999999,55.31,0.08652000000000001,0.051,0.137,92456.50817510001
47672,11/27/2021/01:20,15.573599999999999,84.7,0.07931,0.044,0.122,54413.944232099995
20191,05/20/2021/05:10,20.2601,79.0,0.07313,0.048,0.126,45310.102627
42304,10/20/2021/18:40,23.9269,77.6,5.07275,1.748,1.593,93982.36798380001
25190,06/23/2021/22:20,24.5037,81.8,5.0676,0.04,0.1,107026.5910819
50513,12/16/2021/18:50,18.0147,73.7,5.06348,0.066,0.222,86332.45582840001
22209,06/03/2021/05:30,22.6703,83.8,0.07004,0.077,0.178,45382.0696128
18281,05/06/2021/22:50,21.7433,64.15,0.08343,0.055,0.148,84064.2053917
2303,01/15/2021/23:50,13.101600000000001,68.36,0.08343,0.066,0.167,67798.7243054
52290,12/29/2021/03:00,14.0904,53.34,0.08137,0.044,0.115,49899.55669032
36719,09/11/2021/23:50,24.0814,60.82,0.2781,0.073,0.141,72773.8258455
49337,12/08/2021/14:50,19.3022,56.01,0.07828,395.5,43.11,69844.8639971
27494,07/09/2021/22:20,31.724,28.01,5.05936,0.062,0.167,115444.03209679999
11148,03/18/2021/10:00,15.0586,71.6,0.0824,34.2,32.12,58295.7901041
38613,09/25/2021/03:30,21.115000000000002,89.4,5.06245,0.077,0.156,56546.9401364
41795,10/17/2021/05:50,22.3098,73.2,0.13493000000000002,0.069,0.082,58818.025637800005
21784,05/31/2021/06:40,22.3098,85.8,0.06798,73.9,59.56,47878.764779499994
9669,03/08/2021/03:30,14.821700000000002,84.9,0.08034000000000001,0.059,0.133,52647.645745099995
48644,12/03/2021/19:20,17.0671,67.49,0.08961,0.051,0.141,91379.1444285
17234,04/29/2021/16:20,28.7164,37.37,5.06451,618.0,222.8,65545.45133560001
24667,06/20/2021/07:10,23.3295,77.9,0.07622,152.4,133.9,53076.904033700004
2822,01/19/2021/14:20,14.7084,60.0,0.08446000000000001,40.37,41.77,76414.5928736
20010,05/18/2021/23:00,22.0214,87.6,0.06798,0.062,0.104,82947.2334277
2246,01/15/2021/14:20,15.5942,47.36,0.08549000000000001,536.3,575.6,73808.8292353
20051,05/19/2021/05:50,21.382800000000003,85.2,0.07004,0.26,0.278,45447.8796809
48789,12/04/2021/19:30,15.6766,58.64,0.08343,0.07,0.137,91262.8341814
16220,04/22/2021/15:20,24.3389,56.62,0.09064,379.1,321.6,69551.41338180001
11223,03/18/2021/22:30,14.038900000000002,79.8,0.08034000000000001,0.051,0.156,85665.4342968
6086,02/11/2021/06:20,12.9471,92.0,0.08549000000000001,0.073,0.163,50596.740418500005
25173,06/23/2021/19:30,25.554299999999998,77.5,5.0676,83.2,82.1,107976.5145456
44824,11/07/2021/06:40,21.4343,81.7,0.06901,0.044,0.159,45384.073653930005
25801,06/28/2021/04:10,24.380100000000002,81.9,5.06451,0.077,0.137,65238.44543620001
1711,01/11/2021/21:10,17.551199999999998,83.7,0.07622,0.077,0.13,96935.8038373
13850,04/06/2021/04:20,15.944400000000002,85.1,5.07069,0.091,0.171,55736.2445537
716,01/04/2021/23:20,12.102500000000001,83.4,0.08755,0.066,0.141,76499.6227932
24175,06/16/2021/21:10,23.7312,84.0,0.06695000000000001,0.069,0.115,105530.2978043
35533,09/03/2021/18:10,27.2435,60.39,0.34299,209.5,116.0,69636.92454830001
18448,05/08/2021/02:40,21.2077,86.8,0.07210000000000001,0.048,0.159,57389.9148994
1369,01/09/2021/12:10,18.334,65.25,0.07828,473.1,108.1,74469.83911010002
1404,01/09/2021/18:00,17.571800000000003,71.4,0.08137,16.86,17.78,99371.3436501
35865,09/06/2021/01:30,25.4925,85.4,0.30797,0.091,0.148,64573.8303039
41205,10/13/2021/03:30,19.2198,79.7,0.09064,0.069,0.104,55669.463030800005
4329,01/30/2021/01:30,19.2198,75.9,5.06348,0.022,0.133,57592.9985162
47351,11/24/2021/19:50,19.230100000000004,64.82,5.07275,0.059,0.041,88198.49276889999
50797,12/18/2021/18:10,17.819000000000003,80.0,0.08137,2.785,2.852,94098.1470187
7867,02/23/2021/15:10,18.0559,41.02,0.08652000000000001,609.0,38.94,71255.0159233
12979,03/31/2021/03:10,19.116799999999998,80.3,0.07107000000000001,0.033,0.126,52144.001453900004
41981,10/18/2021/12:50,25.3174,68.75,5.0676,295.8,227.8,75591.63633570001
19195,05/13/2021/07:10,20.6412,65.68,1.02073,119.4,113.1,45017.7847336
41593,10/15/2021/20:10,22.866,89.6,0.07622,0.084,0.115,96542.0450137
51126,12/21/2021/01:00,18.416400000000003,72.3,0.07415999999999999,0.04,0.145,55682.848086800004
21230,05/27/2021/10:20,24.2771,68.76,0.08034000000000001,243.3,187.6,56533.01139489999
3657,01/25/2021/09:30,8.76633,80.0,0.08857999999999999,169.4,170.6,64102.82857700001
49936,12/12/2021/18:40,15.5221,62.05,0.0824,0.07,0.163,91263.5921069
17402,04/30/2021/20:20,24.987800000000004,49.8,0.07828,0.234,0.259,96998.7236327
24241,06/17/2021/08:10,24.1741,77.0,0.07313,362.0,351.3,49336.7190057
24408,06/18/2021/12:00,25.6779,69.81,0.07004,875.0,69.98,78037.4320748
21032,05/26/2021/01:20,21.3416,88.9,5.06966,0.051,0.122,76947.02112250001
8981,03/03/2021/08:50,17.4276,71.9,5.06245,24.31,23.6,54956.22514170001
5969,02/10/2021/10:50,16.7375,69.18,5.060390000000001,415.3,95.5,68963.6012604
48112,11/30/2021/02:40,20.8369,64.52,0.08137,0.051,0.119,49521.4945373
38145,09/21/2021/21:30,26.368000000000002,45.58,5.06554,0.08,0.122,90767.9192741
14479,04/10/2021/13:10,18.3031,84.3,0.07828,146.8,134.9,75795.4139253
28088,07/14/2021/01:20,27.9233,83.2,5.06245,0.091,0.137,81007.69386410002
36551,09/10/2021/19:50,26.8521,54.55,0.2781,0.161,0.126,98998.7589897
2268,01/15/2021/18:00,15.2234,53.24,0.08446000000000001,31.77,37.63,97607.05554799999
3392,01/23/2021/13:20,17.4276,32.02,0.09476,560.4,620.3,73883.9758723
44577,11/05/2021/13:30,23.957800000000002,69.55,0.07210000000000001,560.8,592.9,69195.6039297
11432,03/20/2021/09:20,14.904100000000001,85.3,0.08446000000000001,83.3,78.4,57560.3593303
17077,04/28/2021/14:10,27.810000000000002,35.9,0.07518999999999999,854.0,43.51,78816.5792931
